Entity,Code,Date,DailyChangeInTotalTestsPerK
Argentina,ARG,09-Apr-20,0.033
Argentina,ARG,10-Apr-20,0.034
Argentina,ARG,11-Apr-20,0.036
Argentina,ARG,14-Apr-20,0.067
Argentina,ARG,15-Apr-20,0.034
Argentina,ARG,16-Apr-20,0.046
Argentina,ARG,17-Apr-20,0.048
Argentina,ARG,18-Apr-20,0.05
Argentina,ARG,19-Apr-20,0.039
Australia,AUS,31-Jan-20,0.001
Australia,AUS,01-Feb-20,0.001
Australia,AUS,02-Feb-20,0.001
Australia,AUS,03-Feb-20,0.001
Australia,AUS,04-Feb-20,0.001
Australia,AUS,05-Feb-20,0.005
Australia,AUS,06-Feb-20,0.001
Australia,AUS,07-Feb-20,0.002
Australia,AUS,08-Feb-20,0.007
Australia,AUS,09-Feb-20,0.003
Australia,AUS,10-Feb-20,0.001
Australia,AUS,11-Feb-20,0.002
Australia,AUS,12-Feb-20,0.007
Australia,AUS,13-Feb-20,0.004
Australia,AUS,14-Feb-20,0.006
Australia,AUS,17-Feb-20,0
Australia,AUS,18-Feb-20,0.004
Australia,AUS,19-Feb-20,0.011
Australia,AUS,20-Feb-20,0.007
Australia,AUS,21-Feb-20,0.006
Australia,AUS,22-Feb-20,0.003
Australia,AUS,23-Feb-20,0.006
Australia,AUS,24-Feb-20,0.001
Australia,AUS,25-Feb-20,0.008
Australia,AUS,26-Feb-20,0.007
Australia,AUS,06-Mar-20,0.005
Australia,AUS,07-Mar-20,0.175
Australia,AUS,08-Mar-20,0.048
Australia,AUS,09-Mar-20,0.025
Australia,AUS,10-Mar-20,0.053
Australia,AUS,11-Mar-20,0.002
Australia,AUS,12-Mar-20,0.075
Australia,AUS,13-Mar-20,0.219
Australia,AUS,14-Mar-20,0.191
Australia,AUS,15-Mar-20,0.072
Australia,AUS,16-Mar-20,0.742
Australia,AUS,17-Mar-20,0.248
Australia,AUS,18-Mar-20,1.166
Australia,AUS,19-Mar-20,1.025
Australia,AUS,20-Mar-20,0.276
Australia,AUS,21-Mar-20,0.381
Australia,AUS,22-Mar-20,0.345
Australia,AUS,23-Mar-20,0.491
Australia,AUS,24-Mar-20,0.48
Australia,AUS,25-Mar-20,0.445
Australia,AUS,26-Mar-20,0.429
Australia,AUS,27-Mar-20,0.445
Australia,AUS,28-Mar-20,0.616
Australia,AUS,29-Mar-20,0.871
Australia,AUS,30-Mar-20,0.19
Australia,AUS,31-Mar-20,0.426
Australia,AUS,01-Apr-20,0.54
Australia,AUS,02-Apr-20,0.394
Australia,AUS,03-Apr-20,0.402
Australia,AUS,04-Apr-20,0.334
Australia,AUS,05-Apr-20,0.304
Australia,AUS,06-Apr-20,0.349
Australia,AUS,07-Apr-20,0.257
Australia,AUS,08-Apr-20,0.444
Australia,AUS,09-Apr-20,0.404
Australia,AUS,10-Apr-20,0.323
Australia,AUS,11-Apr-20,0.487
Australia,AUS,12-Apr-20,0.127
Australia,AUS,13-Apr-20,0.323
Australia,AUS,14-Apr-20,0.172
Australia,AUS,15-Apr-20,0.192
Australia,AUS,16-Apr-20,0.34
Australia,AUS,17-Apr-20,0.454
Australia,AUS,18-Apr-20,0.59
Australia,AUS,19-Apr-20,0.57
Austria,AUT,26-Feb-20,0.012
Austria,AUT,27-Feb-20,0.014
Austria,AUT,28-Feb-20,0.036
Austria,AUT,29-Feb-20,0.101
Austria,AUT,04-Mar-20,0.052
Austria,AUT,05-Mar-20,0.065
Austria,AUT,06-Mar-20,0.033
Austria,AUT,07-Mar-20,0.035
Austria,AUT,08-Mar-20,0.023
Austria,AUT,09-Mar-20,0.026
Austria,AUT,10-Mar-20,0.033
Austria,AUT,11-Mar-20,0.038
Austria,AUT,12-Mar-20,0.058
Austria,AUT,13-Mar-20,0.081
Austria,AUT,14-Mar-20,0.101
Austria,AUT,15-Mar-20,0.08
Austria,AUT,16-Mar-20,0.037
Austria,AUT,17-Mar-20,0.204
Austria,AUT,18-Mar-20,0.193
Austria,AUT,19-Mar-20,0.199
Austria,AUT,20-Mar-20,0.215
Austria,AUT,21-Mar-20,0.334
Austria,AUT,22-Mar-20,0.321
Austria,AUT,23-Mar-20,0.235
Austria,AUT,24-Mar-20,0.565
Austria,AUT,25-Mar-20,0.457
Austria,AUT,26-Mar-20,0.409
Austria,AUT,27-Mar-20,0.405
Austria,AUT,28-Mar-20,0.364
Austria,AUT,29-Mar-20,0.42
Austria,AUT,30-Mar-20,0.343
Austria,AUT,31-Mar-20,0.329
Austria,AUT,01-Apr-20,0.401
Austria,AUT,02-Apr-20,4.136
Austria,AUT,03-Apr-20,0.701
Austria,AUT,04-Apr-20,0.659
Austria,AUT,05-Apr-20,0.488
Austria,AUT,06-Apr-20,0.328
Austria,AUT,07-Apr-20,0.449
Austria,AUT,08-Apr-20,0.629
Austria,AUT,09-Apr-20,0.63
Austria,AUT,10-Apr-20,0.963
Austria,AUT,11-Apr-20,0.71
Austria,AUT,12-Apr-20,0.444
Austria,AUT,13-Apr-20,0.403
Austria,AUT,14-Apr-20,0.385
Austria,AUT,15-Apr-20,0.57
Austria,AUT,16-Apr-20,0.685
Austria,AUT,17-Apr-20,0.735
Austria,AUT,18-Apr-20,0.758
Austria,AUT,19-Apr-20,0.377
Bahrain,BHR,10-Mar-20,0.309
Bahrain,BHR,11-Mar-20,0.269
Bahrain,BHR,12-Mar-20,0.137
Bahrain,BHR,17-Mar-20,0.838
Bahrain,BHR,30-Mar-20,0.413
Bahrain,BHR,04-Apr-20,0.742
Bahrain,BHR,05-Apr-20,3.022
Bahrain,BHR,06-Apr-20,1.943
Bahrain,BHR,07-Apr-20,1.439
Bahrain,BHR,08-Apr-20,1.577
Bahrain,BHR,09-Apr-20,1.35
Bahrain,BHR,10-Apr-20,1.523
Bahrain,BHR,11-Apr-20,1.782
Bahrain,BHR,12-Apr-20,1.924
Bahrain,BHR,13-Apr-20,1.976
Bahrain,BHR,14-Apr-20,2.053
Bahrain,BHR,15-Apr-20,1.448
Bahrain,BHR,16-Apr-20,2.163
Bahrain,BHR,17-Apr-20,1.571
Bahrain,BHR,18-Apr-20,1.741
Bahrain,BHR,19-Apr-20,1.507
Bangladesh,BGD,05-Mar-20,0
Bangladesh,BGD,08-Mar-20,0
Bangladesh,BGD,09-Mar-20,0
Bangladesh,BGD,10-Mar-20,0
Bangladesh,BGD,11-Mar-20,0
Bangladesh,BGD,12-Mar-20,0
Bangladesh,BGD,13-Mar-20,0
Bangladesh,BGD,14-Mar-20,0
Bangladesh,BGD,15-Mar-20,0
Bangladesh,BGD,16-Mar-20,0
Bangladesh,BGD,17-Mar-20,0
Bangladesh,BGD,18-Mar-20,0
Bangladesh,BGD,19-Mar-20,0
Bangladesh,BGD,20-Mar-20,0
Bangladesh,BGD,21-Mar-20,0
Bangladesh,BGD,22-Mar-20,0
Bangladesh,BGD,23-Mar-20,0
Bangladesh,BGD,24-Mar-20,0.001
Bangladesh,BGD,25-Mar-20,0
Bangladesh,BGD,26-Mar-20,0.001
Bangladesh,BGD,27-Mar-20,0.001
Bangladesh,BGD,28-Mar-20,0
Bangladesh,BGD,29-Mar-20,0.001
Bangladesh,BGD,30-Mar-20,0.001
Bangladesh,BGD,31-Mar-20,0.002
Bangladesh,BGD,01-Apr-20,0.001
Bangladesh,BGD,02-Apr-20,0.001
Bangladesh,BGD,03-Apr-20,0.001
Bangladesh,BGD,04-Apr-20,0.003
Bangladesh,BGD,05-Apr-20,0.002
Bangladesh,BGD,06-Apr-20,0.004
Bangladesh,BGD,07-Apr-20,0.005
Bangladesh,BGD,08-Apr-20,0.006
Bangladesh,BGD,09-Apr-20,0.006
Bangladesh,BGD,10-Apr-20,0.007
Bangladesh,BGD,11-Apr-20,0.004
Bangladesh,BGD,12-Apr-20,0.008
Bangladesh,BGD,13-Apr-20,0.009
Bangladesh,BGD,14-Apr-20,0.011
Bangladesh,BGD,15-Apr-20,0.01
Bangladesh,BGD,16-Apr-20,0.013
Bangladesh,BGD,17-Apr-20,0.013
Bangladesh,BGD,18-Apr-20,0.012
Belgium,BEL,01-Mar-20,0.005
Belgium,BEL,02-Mar-20,0.024
Belgium,BEL,03-Mar-20,0.041
Belgium,BEL,04-Mar-20,0.055
Belgium,BEL,05-Mar-20,0.061
Belgium,BEL,06-Mar-20,0.087
Belgium,BEL,07-Mar-20,0.035
Belgium,BEL,08-Mar-20,0.036
Belgium,BEL,09-Mar-20,0.047
Belgium,BEL,10-Mar-20,0.063
Belgium,BEL,11-Mar-20,0.087
Belgium,BEL,12-Mar-20,0.121
Belgium,BEL,13-Mar-20,0.206
Belgium,BEL,14-Mar-20,0.171
Belgium,BEL,15-Mar-20,0.098
Belgium,BEL,16-Mar-20,0.143
Belgium,BEL,17-Mar-20,0.168
Belgium,BEL,18-Mar-20,0.205
Belgium,BEL,19-Mar-20,0.25
Belgium,BEL,20-Mar-20,0.225
Belgium,BEL,21-Mar-20,0.169
Belgium,BEL,22-Mar-20,0.1
Belgium,BEL,23-Mar-20,0.229
Belgium,BEL,24-Mar-20,0.284
Belgium,BEL,25-Mar-20,0.313
Belgium,BEL,26-Mar-20,0.306
Belgium,BEL,27-Mar-20,0.367
Belgium,BEL,28-Mar-20,0.285
Belgium,BEL,29-Mar-20,0.176
Belgium,BEL,30-Mar-20,0.29
Belgium,BEL,31-Mar-20,0.473
Belgium,BEL,01-Apr-20,0.416
Belgium,BEL,02-Apr-20,0.41
Belgium,BEL,03-Apr-20,0.449
Belgium,BEL,04-Apr-20,0.371
Belgium,BEL,05-Apr-20,0.22
Belgium,BEL,06-Apr-20,0.376
Belgium,BEL,07-Apr-20,0.494
Belgium,BEL,08-Apr-20,0.517
Belgium,BEL,09-Apr-20,0.518
Belgium,BEL,10-Apr-20,0.548
Belgium,BEL,11-Apr-20,0.528
Belgium,BEL,12-Apr-20,0.447
Belgium,BEL,13-Apr-20,0.419
Belgium,BEL,14-Apr-20,0.485
Belgium,BEL,15-Apr-20,0.648
Belgium,BEL,16-Apr-20,0.65
Belgium,BEL,17-Apr-20,0.602
Bolivia,BOL,22-Mar-20,0.003
Bolivia,BOL,23-Mar-20,0.008
Bolivia,BOL,24-Mar-20,0
Bolivia,BOL,25-Mar-20,0.005
Bolivia,BOL,26-Mar-20,0.009
Bolivia,BOL,27-Mar-20,0.006
Bolivia,BOL,28-Mar-20,0.004
Bolivia,BOL,29-Mar-20,0.001
Bolivia,BOL,30-Mar-20,0.011
Bolivia,BOL,31-Mar-20,0.007
Bolivia,BOL,01-Apr-20,0.005
Bolivia,BOL,02-Apr-20,0.013
Bolivia,BOL,03-Apr-20,0.012
Bolivia,BOL,04-Apr-20,0.002
Bolivia,BOL,05-Apr-20,0.026
Bolivia,BOL,06-Apr-20,0.001
Bolivia,BOL,07-Apr-20,0.001
Bolivia,BOL,08-Apr-20,0.005
Bolivia,BOL,09-Apr-20,0.041
Bolivia,BOL,10-Apr-20,0.016
Bolivia,BOL,11-Apr-20,0.015
Bolivia,BOL,12-Apr-20,0.015
Bolivia,BOL,13-Apr-20,0.014
Bolivia,BOL,14-Apr-20,0.02
Bolivia,BOL,15-Apr-20,0.027
Bolivia,BOL,16-Apr-20,0.016
Bolivia,BOL,17-Apr-20,0.013
Bolivia,BOL,18-Apr-20,0.002
Canada,CAN,19-Mar-20,0.026
Canada,CAN,20-Mar-20,0.581
Canada,CAN,21-Mar-20,0.321
Canada,CAN,22-Mar-20,0.264
Canada,CAN,23-Mar-20,0.221
Canada,CAN,24-Mar-20,0.476
Canada,CAN,25-Mar-20,0.455
Canada,CAN,26-Mar-20,0.517
Canada,CAN,27-Mar-20,0.24
Canada,CAN,28-Mar-20,0.361
Canada,CAN,29-Mar-20,0.698
Canada,CAN,30-Mar-20,0.816
Canada,CAN,02-Apr-20,0.298
Canada,CAN,03-Apr-20,0.716
Canada,CAN,04-Apr-20,0.45
Canada,CAN,05-Apr-20,0.608
Canada,CAN,06-Apr-20,0.052
Canada,CAN,07-Apr-20,0.258
Canada,CAN,08-Apr-20,0.339
Canada,CAN,09-Apr-20,0.381
Canada,CAN,10-Apr-20,0.259
Canada,CAN,11-Apr-20,0.485
Canada,CAN,12-Apr-20,0.082
Canada,CAN,13-Apr-20,0.645
Canada,CAN,14-Apr-20,0.58
Canada,CAN,15-Apr-20,0.309
Canada,CAN,16-Apr-20,0.657
Canada,CAN,17-Apr-20,0.424
Canada,CAN,18-Apr-20,0.351
Canada,CAN,19-Apr-20,0.315
Chile,CHL,02-Apr-20,0.145
Chile,CHL,03-Apr-20,0.184
Chile,CHL,04-Apr-20,0.243
Chile,CHL,05-Apr-20,0.181
Chile,CHL,06-Apr-20,0.157
Chile,CHL,07-Apr-20,0.122
Chile,CHL,08-Apr-20,0.177
Chile,CHL,09-Apr-20,0.431
Chile,CHL,10-Apr-20,0.241
Chile,CHL,11-Apr-20,0.194
Chile,CHL,12-Apr-20,0.319
Chile,CHL,13-Apr-20,0.15
Chile,CHL,14-Apr-20,0.149
Chile,CHL,15-Apr-20,0.221
Chile,CHL,16-Apr-20,0.355
Chile,CHL,17-Apr-20,0.295
Chile,CHL,18-Apr-20,0.272
Costa Rica,CRI,11-Mar-20,0.013
Costa Rica,CRI,12-Mar-20,0.018
Costa Rica,CRI,13-Mar-20,0.017
Costa Rica,CRI,14-Mar-20,0.025
Costa Rica,CRI,15-Mar-20,0.009
Costa Rica,CRI,16-Mar-20,0.034
Costa Rica,CRI,17-Mar-20,0.023
Costa Rica,CRI,18-Mar-20,0.031
Costa Rica,CRI,19-Mar-20,0.023
Costa Rica,CRI,20-Mar-20,0.024
Costa Rica,CRI,21-Mar-20,0.029
Costa Rica,CRI,22-Mar-20,0.045
Costa Rica,CRI,23-Mar-20,0.031
Costa Rica,CRI,24-Mar-20,0.033
Costa Rica,CRI,25-Mar-20,0.006
Costa Rica,CRI,26-Mar-20,0.134
Costa Rica,CRI,27-Mar-20,0.097
Costa Rica,CRI,28-Mar-20,0.031
Costa Rica,CRI,29-Mar-20,0.044
Costa Rica,CRI,30-Mar-20,0.052
Costa Rica,CRI,31-Mar-20,0.03
Costa Rica,CRI,01-Apr-20,0.074
Costa Rica,CRI,02-Apr-20,0.026
Costa Rica,CRI,03-Apr-20,0.022
Costa Rica,CRI,04-Apr-20,0.038
Costa Rica,CRI,05-Apr-20,0.088
Costa Rica,CRI,06-Apr-20,0.053
Costa Rica,CRI,07-Apr-20,0.032
Costa Rica,CRI,08-Apr-20,0.101
Costa Rica,CRI,09-Apr-20,0.052
Costa Rica,CRI,10-Apr-20,0.031
Costa Rica,CRI,11-Apr-20,0.031
Costa Rica,CRI,12-Apr-20,0.031
Costa Rica,CRI,13-Apr-20,0.021
Costa Rica,CRI,14-Apr-20,0.015
Costa Rica,CRI,15-Apr-20,0.038
Costa Rica,CRI,16-Apr-20,0.042
Costa Rica,CRI,17-Apr-20,0.034
Costa Rica,CRI,18-Apr-20,0.045
Cuba,CUB,23-Mar-20,0.009
Cuba,CUB,24-Mar-20,0.01
Cuba,CUB,25-Mar-20,0.013
Cuba,CUB,26-Mar-20,0.013
Cuba,CUB,27-Mar-20,0.029
Cuba,CUB,28-Mar-20,0.026
Cuba,CUB,29-Mar-20,0.03
Cuba,CUB,30-Mar-20,0.027
Cuba,CUB,31-Mar-20,0.039
Cuba,CUB,01-Apr-20,0.05
Cuba,CUB,02-Apr-20,0.07
Cuba,CUB,03-Apr-20,0.092
Cuba,CUB,04-Apr-20,0.104
Cuba,CUB,05-Apr-20,0.066
Cuba,CUB,06-Apr-20,0.092
Cuba,CUB,07-Apr-20,0.103
Cuba,CUB,08-Apr-20,0.114
Cuba,CUB,09-Apr-20,0.113
Cuba,CUB,10-Apr-20,0.099
Cuba,CUB,11-Apr-20,0.165
Cuba,CUB,12-Apr-20,0.181
Cuba,CUB,13-Apr-20,0.142
Cuba,CUB,14-Apr-20,0.146
Cuba,CUB,15-Apr-20,0.121
Cuba,CUB,16-Apr-20,0.129
Cuba,CUB,17-Apr-20,0.165
Czech Republic,CZE,28-Jan-20,0.001
Czech Republic,CZE,29-Jan-20,0
Czech Republic,CZE,30-Jan-20,0
Czech Republic,CZE,31-Jan-20,0
Czech Republic,CZE,01-Feb-20,0
Czech Republic,CZE,02-Feb-20,0
Czech Republic,CZE,03-Feb-20,0
Czech Republic,CZE,04-Feb-20,0
Czech Republic,CZE,07-Feb-20,0.001
Czech Republic,CZE,10-Feb-20,0.001
Czech Republic,CZE,11-Feb-20,0
Czech Republic,CZE,12-Feb-20,0
Czech Republic,CZE,13-Feb-20,0
Czech Republic,CZE,16-Feb-20,0
Czech Republic,CZE,17-Feb-20,0
Czech Republic,CZE,23-Feb-20,0
Czech Republic,CZE,24-Feb-20,0.001
Czech Republic,CZE,25-Feb-20,0.001
Czech Republic,CZE,26-Feb-20,0.002
Czech Republic,CZE,27-Feb-20,0.003
Czech Republic,CZE,28-Feb-20,0.002
Czech Republic,CZE,29-Feb-20,0.001
Czech Republic,CZE,01-Mar-20,0.001
Czech Republic,CZE,02-Mar-20,0.005
Czech Republic,CZE,03-Mar-20,0.007
Czech Republic,CZE,04-Mar-20,0.006
Czech Republic,CZE,05-Mar-20,0.007
Czech Republic,CZE,06-Mar-20,0.01
Czech Republic,CZE,07-Mar-20,0.018
Czech Republic,CZE,08-Mar-20,0.013
Czech Republic,CZE,09-Mar-20,0.025
Czech Republic,CZE,10-Mar-20,0.016
Czech Republic,CZE,11-Mar-20,0.043
Czech Republic,CZE,12-Mar-20,0.051
Czech Republic,CZE,13-Mar-20,0.07
Czech Republic,CZE,14-Mar-20,0.091
Czech Republic,CZE,15-Mar-20,0.094
Czech Republic,CZE,16-Mar-20,0.116
Czech Republic,CZE,17-Mar-20,0.128
Czech Republic,CZE,18-Mar-20,0.163
Czech Republic,CZE,19-Mar-20,0.208
Czech Republic,CZE,20-Mar-20,0.196
Czech Republic,CZE,21-Mar-20,0.177
Czech Republic,CZE,22-Mar-20,0.169
Czech Republic,CZE,23-Mar-20,0.211
Czech Republic,CZE,24-Mar-20,0.28
Czech Republic,CZE,25-Mar-20,0.385
Czech Republic,CZE,26-Mar-20,0.417
Czech Republic,CZE,27-Mar-20,0.493
Czech Republic,CZE,28-Mar-20,0.407
Czech Republic,CZE,29-Mar-20,0.263
Czech Republic,CZE,30-Mar-20,0.5
Czech Republic,CZE,31-Mar-20,0.584
Czech Republic,CZE,01-Apr-20,0.562
Czech Republic,CZE,02-Apr-20,0.592
Czech Republic,CZE,03-Apr-20,0.648
Czech Republic,CZE,04-Apr-20,0.577
Czech Republic,CZE,05-Apr-20,0.443
Czech Republic,CZE,06-Apr-20,0.586
Czech Republic,CZE,07-Apr-20,0.699
Czech Republic,CZE,08-Apr-20,0.768
Czech Republic,CZE,09-Apr-20,0.753
Czech Republic,CZE,10-Apr-20,0.511
Czech Republic,CZE,11-Apr-20,0.455
Czech Republic,CZE,12-Apr-20,0.304
Czech Republic,CZE,13-Apr-20,0.299
Czech Republic,CZE,14-Apr-20,0.576
Czech Republic,CZE,15-Apr-20,0.784
Czech Republic,CZE,16-Apr-20,0.781
Czech Republic,CZE,17-Apr-20,0.774
Czech Republic,CZE,18-Apr-20,0.523
Denmark,DNK,21-Mar-20,0.16
Denmark,DNK,24-Mar-20,0.181
Denmark,DNK,25-Mar-20,0.168
Denmark,DNK,30-Mar-20,0.249
Denmark,DNK,31-Mar-20,0.437
Denmark,DNK,01-Apr-20,0.506
Denmark,DNK,02-Apr-20,0.485
Denmark,DNK,03-Apr-20,0.771
Denmark,DNK,04-Apr-20,0.956
Denmark,DNK,05-Apr-20,0.657
Denmark,DNK,06-Apr-20,0.549
Denmark,DNK,07-Apr-20,0.992
Denmark,DNK,08-Apr-20,0.84
Denmark,DNK,09-Apr-20,0.806
Denmark,DNK,10-Apr-20,0.435
Denmark,DNK,11-Apr-20,0.524
Denmark,DNK,12-Apr-20,0.406
Denmark,DNK,13-Apr-20,0.341
Denmark,DNK,14-Apr-20,0.364
Denmark,DNK,15-Apr-20,0.604
Denmark,DNK,16-Apr-20,0.805
Denmark,DNK,17-Apr-20,0.801
Denmark,DNK,18-Apr-20,0.761
Denmark,DNK,19-Apr-20,0.49
Ecuador,ECU,19-Mar-20,0.011
Ecuador,ECU,20-Mar-20,0.017
Ecuador,ECU,21-Mar-20,0.013
Ecuador,ECU,22-Mar-20,0.028
Ecuador,ECU,23-Mar-20,0.024
Ecuador,ECU,24-Mar-20,0.014
Ecuador,ECU,25-Mar-20,0.017
Ecuador,ECU,26-Mar-20,0.03
Ecuador,ECU,27-Mar-20,0.026
Ecuador,ECU,28-Mar-20,0.021
Ecuador,ECU,29-Mar-20,0.011
Ecuador,ECU,30-Mar-20,0.006
Ecuador,ECU,31-Mar-20,0.035
Ecuador,ECU,01-Apr-20,0.044
Ecuador,ECU,02-Apr-20,0.041
Ecuador,ECU,03-Apr-20,0.02
Ecuador,ECU,04-Apr-20,0.01
Ecuador,ECU,05-Apr-20,0.024
Ecuador,ECU,06-Apr-20,0.02
Ecuador,ECU,07-Apr-20,0.021
Ecuador,ECU,08-Apr-20,0.041
Ecuador,ECU,09-Apr-20,0.057
Ecuador,ECU,10-Apr-20,0.232
Ecuador,ECU,11-Apr-20,0.031
Ecuador,ECU,12-Apr-20,0.022
Ecuador,ECU,13-Apr-20,0.014
Ecuador,ECU,14-Apr-20,0.016
Ecuador,ECU,15-Apr-20,0.03
El Salvador,SLV,15-Apr-20,0.085
El Salvador,SLV,16-Apr-20,0.144
El Salvador,SLV,17-Apr-20,0.143
Estonia,EST,26-Feb-20,0.006
Estonia,EST,27-Feb-20,0.008
Estonia,EST,28-Feb-20,0.01
Estonia,EST,29-Feb-20,0.006
Estonia,EST,01-Mar-20,0.014
Estonia,EST,02-Mar-20,0.017
Estonia,EST,03-Mar-20,0.022
Estonia,EST,04-Mar-20,0.028
Estonia,EST,05-Mar-20,0.027
Estonia,EST,06-Mar-20,0.055
Estonia,EST,07-Mar-20,0.022
Estonia,EST,08-Mar-20,0.015
Estonia,EST,09-Mar-20,0.049
Estonia,EST,10-Mar-20,0.044
Estonia,EST,11-Mar-20,0.05
Estonia,EST,12-Mar-20,0.101
Estonia,EST,13-Mar-20,0.141
Estonia,EST,14-Mar-20,0.125
Estonia,EST,15-Mar-20,0.381
Estonia,EST,16-Mar-20,0.235
Estonia,EST,17-Mar-20,0.147
Estonia,EST,18-Mar-20,0.414
Estonia,EST,19-Mar-20,0.27
Estonia,EST,20-Mar-20,0.302
Estonia,EST,21-Mar-20,0.49
Estonia,EST,22-Mar-20,0.123
Estonia,EST,23-Mar-20,0.381
Estonia,EST,24-Mar-20,1.079
Estonia,EST,25-Mar-20,0.805
Estonia,EST,26-Mar-20,0.876
Estonia,EST,27-Mar-20,0.963
Estonia,EST,28-Mar-20,0.796
Estonia,EST,29-Mar-20,0.654
Estonia,EST,30-Mar-20,0.887
Estonia,EST,31-Mar-20,1.52
Estonia,EST,01-Apr-20,1.056
Estonia,EST,02-Apr-20,1.927
Estonia,EST,03-Apr-20,1.178
Estonia,EST,04-Apr-20,0.912
Estonia,EST,05-Apr-20,0.66
Estonia,EST,06-Apr-20,1.291
Estonia,EST,07-Apr-20,0.979
Estonia,EST,08-Apr-20,1.234
Estonia,EST,09-Apr-20,1.127
Estonia,EST,10-Apr-20,1.207
Estonia,EST,11-Apr-20,0.688
Estonia,EST,12-Apr-20,0.314
Estonia,EST,13-Apr-20,1.16
Estonia,EST,14-Apr-20,1.313
Estonia,EST,15-Apr-20,1.578
Estonia,EST,16-Apr-20,1.209
Estonia,EST,17-Apr-20,1.551
Estonia,EST,18-Apr-20,0.561
Ethiopia,ETH,01-Apr-20,0.001
Ethiopia,ETH,06-Apr-20,0.001
Ethiopia,ETH,07-Apr-20,0.002
Ethiopia,ETH,08-Apr-20,0.002
Ethiopia,ETH,09-Apr-20,0.003
Ethiopia,ETH,13-Apr-20,0.002
Ethiopia,ETH,14-Apr-20,0.004
Ethiopia,ETH,15-Apr-20,0.004
Ethiopia,ETH,16-Apr-20,0.004
Finland,FIN,13-Mar-20,0.073
Finland,FIN,14-Mar-20,0.105
Finland,FIN,15-Mar-20,0.12
Finland,FIN,16-Mar-20,0.146
Finland,FIN,17-Mar-20,0.2
Finland,FIN,18-Mar-20,0.182
Finland,FIN,19-Mar-20,0.139
Finland,FIN,20-Mar-20,0.227
Finland,FIN,21-Mar-20,0.286
Finland,FIN,22-Mar-20,0.189
Finland,FIN,23-Mar-20,0.236
Finland,FIN,24-Mar-20,0.283
Finland,FIN,25-Mar-20,0.173
Finland,FIN,26-Mar-20,0.329
Finland,FIN,27-Mar-20,0.44
Finland,FIN,28-Mar-20,0.216
Finland,FIN,29-Mar-20,0.104
Finland,FIN,30-Mar-20,0.221
Finland,FIN,31-Mar-20,0.202
Finland,FIN,01-Apr-20,0.342
Finland,FIN,02-Apr-20,0.353
Finland,FIN,03-Apr-20,0.299
Finland,FIN,04-Apr-20,0.464
Finland,FIN,05-Apr-20,0.291
Finland,FIN,06-Apr-20,0.345
Finland,FIN,07-Apr-20,0.339
Finland,FIN,08-Apr-20,0.446
Finland,FIN,09-Apr-20,0.437
Finland,FIN,10-Apr-20,0.446
Finland,FIN,11-Apr-20,0.235
Finland,FIN,12-Apr-20,0.272
Finland,FIN,13-Apr-20,0.161
Finland,FIN,14-Apr-20,0.206
Finland,FIN,15-Apr-20,0.427
Finland,FIN,16-Apr-20,0.473
Finland,FIN,17-Apr-20,0.403
Finland,FIN,18-Apr-20,0.125
France,FRA,25-Feb-20,0.002
France,FRA,26-Feb-20,0.004
